,id,duration,service,flag,src_bytes,dst_bytes,wrong_fragment,logged_in,num_compromised,num_root,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,role,AttCat,attType
23999,97597,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,28,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24002,97613,0,private,SF,1,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.14,255,53,0.21,0.22,0.0,0.0,0.0,0.0,admin,Probe,satan
24006,97637,17519,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,technician,Probe,portsweep
24008,97653,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.78,0.0,0.0,0.76,1.0,technician,Probe,portsweep
24010,97666,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,26,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24012,97669,26191,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,admin,Probe,portsweep
24020,97726,0,private,REJ,0,0,0,0,0,0,387,0.06,0.0,0.93,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.91,1.0,technician,Probe,satan
24024,97753,0,private,SF,1,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.07,255,30,0.12,0.64,0.0,0.0,0.51,0.0,superuser,Probe,satan
24031,97786,0,other,SF,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,255,4,0.02,0.2,0.0,0.0,0.37,0.0,admin,Probe,satan
24033,97791,0,private,REJ,0,0,0,0,0,0,306,0.03,0.0,0.95,1.0,0.0,255,1,0.0,0.98,0.04,0.0,0.93,1.0,superuser,Probe,satan
24035,97806,13638,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.68,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
24037,97809,0,private,REJ,0,0,0,0,0,0,281,0.11,0.0,0.88,1.0,0.0,255,1,0.0,1.0,0.12,0.0,0.87,1.0,technician,Probe,satan
24050,97852,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,59,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24061,97901,0,other,REJ,0,0,0,0,0,0,321,0.1,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.9,1.0,superuser,Probe,satan
24063,97906,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,59,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24068,97914,0,other,REJ,0,0,0,0,0,0,511,0.21,0.0,0.79,1.0,0.0,255,1,0.0,1.0,0.17,0.0,0.83,1.0,superuser,Probe,satan
24074,97936,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,49,2,0.02,1.0,0.0,0.0,0.94,1.0,admin,Probe,ipsweep
24076,97940,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,115,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
24079,97947,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,14,2,0.07,1.0,0.0,0.0,0.79,1.0,technician,Probe,ipsweep
24080,97950,0,other,REJ,0,0,0,0,0,0,394,0.09,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.11,0.0,0.89,1.0,superuser,Probe,satan
24081,97952,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,141,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24094,98004,0,private,SF,1,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.04,255,3,0.01,0.18,0.0,0.0,0.0,0.0,admin,Probe,satan
24097,98025,27680,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,technician,Probe,portsweep
24099,98033,0,private,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,121,1,0.01,0.92,0.93,1.0,0.0,0.0,admin,Probe,nmap
24101,98047,0,other,SF,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,255,3,0.01,0.23,0.0,0.0,0.0,0.0,admin,Probe,satan
24105,98054,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,97,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24111,98081,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,137,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
24112,98087,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,91,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24115,98104,0,private,REJ,0,0,0,0,0,0,136,0.01,0.0,0.95,1.0,0.01,255,1,0.0,0.56,0.0,0.0,0.52,1.0,superuser,Probe,satan
24123,98128,0,private,REJ,0,0,0,0,0,0,259,0.1,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.1,0.0,0.89,1.0,admin,Probe,satan
24128,98152,0,private,SF,1,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.04,255,1,0.0,0.04,0.0,0.0,0.81,0.0,admin,Probe,satan
24139,98191,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,11,2,0.09,1.0,0.0,0.0,0.91,1.0,technician,Probe,ipsweep
24143,98203,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,156,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24146,98222,0,private,REJ,0,0,0,0,0,0,279,0.03,0.0,0.95,1.0,0.0,255,1,0.0,0.97,0.04,0.0,0.92,1.0,technician,Probe,satan
24153,98256,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,126,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
24159,98285,0,private,SF,1,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.11,255,1,0.0,0.29,0.0,0.0,0.07,0.0,superuser,Probe,satan
24162,98301,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,153,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
24168,98334,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,159,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
24175,98361,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,187,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
24186,98427,0,other,S0,0,0,0,0,0,0,511,0.13,1.0,0.87,0.0,0.0,255,1,0.0,1.0,0.16,1.0,0.84,0.0,admin,Probe,satan
24187,98428,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,191,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
24196,98455,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,242,1,0.0,0.09,0.0,0.0,0.07,1.0,superuser,Probe,portsweep
24197,98456,0,private,OTH,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,196,1,0.01,0.76,0.03,0.0,0.63,0.0,technician,Probe,portsweep
24206,98491,0,private,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,76,1,0.01,0.87,0.89,1.0,0.0,0.0,technician,Probe,nmap
24213,98520,0,private,REJ,0,0,0,0,0,0,315,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.52,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
24216,98526,0,other,REJ,0,0,0,0,0,0,511,0.25,0.0,0.75,1.0,0.0,255,1,0.0,1.0,0.18,0.0,0.82,1.0,admin,Probe,satan
24224,98565,0,private,SF,1,0,0,0,0,0,49,0.0,0.0,0.0,0.0,0.45,255,88,0.35,0.06,0.0,0.0,0.0,0.0,technician,Probe,satan
24225,98566,0,gopher,RSTO,0,0,0,0,0,0,156,0.0,0.0,1.0,1.0,0.01,255,1,0.0,0.33,0.0,0.0,0.92,1.0,technician,Probe,portsweep
24233,98619,0,private,REJ,0,0,0,0,0,0,72,0.0,0.0,0.93,1.0,0.01,197,1,0.01,0.42,0.0,0.0,0.36,1.0,technician,Probe,satan
24237,98638,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,95,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24242,98662,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,161,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24268,98783,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,61,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
24273,98797,0,other,SF,1,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.08,255,1,0.0,0.19,0.0,0.0,0.0,0.0,superuser,Probe,satan
24274,98800,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,50,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24277,98809,0,discard,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,255,1,0.0,1.0,1.0,1.0,0.0,0.0,admin,Probe,nmap
24281,98822,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24285,98843,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,86,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24287,98868,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,133,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
24299,98931,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,97,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
24303,98943,0,private,SF,1,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.87,255,13,0.05,0.37,0.0,0.0,0.18,0.0,admin,Probe,satan
24306,98948,0,other,REJ,0,0,0,0,0,0,511,0.06,0.0,0.94,1.0,0.0,255,1,0.0,1.0,0.04,0.0,0.96,1.0,technician,Probe,satan
24315,99004,2,other,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.62,0.0,0.0,1.0,1.0,admin,Probe,portsweep
24320,99021,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,176,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
24323,99034,42529,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,154,2,0.01,0.13,0.0,0.0,0.22,1.0,technician,Probe,portsweep
24324,99036,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,54,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24325,99038,0,domain,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.22,0.0,0.0,0.21,1.0,technician,Probe,portsweep
24328,99049,26963,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,technician,Probe,portsweep
24333,99071,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,41,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
24335,99077,0,private,REJ,0,0,0,0,0,0,403,0.06,0.0,0.93,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.91,1.0,superuser,Probe,satan
24337,99082,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,62,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24341,99096,0,other,REJ,0,0,0,0,0,0,510,0.09,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.91,1.0,admin,Probe,satan
24342,99103,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,61,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
24351,99132,0,other,SF,5,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.5,255,3,0.01,0.02,0.0,0.0,0.0,0.0,admin,Probe,satan
24352,99136,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.55,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
24355,99139,0,private,SF,1,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.04,255,1,0.0,0.65,0.0,0.0,0.55,0.0,technician,Probe,satan
24356,99140,0,daytime,REJ,0,0,0,0,0,0,48,0.0,0.0,1.0,1.0,0.02,255,1,0.0,0.11,0.0,0.0,0.85,1.0,technician,Probe,portsweep
24362,99167,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,31,2,0.03,1.0,0.0,0.0,0.87,1.0,admin,Probe,ipsweep
24368,99179,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.54,0.0,0.0,0.53,1.0,superuser,Probe,portsweep
24371,99189,1,private,RSTOS0,0,0,0,0,0,0,133,0.73,0.67,0.27,0.33,0.02,255,3,0.01,0.19,0.38,0.67,0.14,0.33,admin,Probe,portsweep
24377,99208,0,private,SF,1,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.92,255,32,0.13,0.22,0.0,0.0,0.0,0.0,admin,Probe,satan
24380,99225,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,75,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24383,99234,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,88,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24385,99262,2,private,RSTR,0,0,0,0,0,0,371,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.52,0.0,0.0,1.0,1.0,technician,Probe,portsweep
24386,99264,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,160,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24391,99287,0,private,SF,1,0,0,0,0,0,145,0.0,0.0,0.0,0.0,0.74,255,146,0.57,0.05,0.0,0.0,0.0,0.0,admin,Probe,satan
24405,99330,5,pop_3,SF,6,151,0,1,0,0,11,0.0,0.0,0.82,0.0,0.09,255,1,0.0,0.08,0.0,0.0,0.04,0.0,superuser,Probe,satan
24408,99350,10123,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,admin,Probe,portsweep
24415,99379,0,other,REJ,0,0,0,0,0,0,511,0.25,0.0,0.75,1.0,0.0,255,1,0.0,1.0,0.21,0.0,0.79,1.0,admin,Probe,satan
24425,99421,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24428,99442,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,31,2,0.03,1.0,0.0,0.0,0.97,1.0,technician,Probe,ipsweep
24431,99453,0,other,REJ,0,0,0,0,0,0,509,0.21,0.0,0.79,1.0,0.0,255,1,0.0,1.0,0.15,0.0,0.85,1.0,technician,Probe,satan
24434,99463,0,other,REJ,0,0,0,0,0,0,360,0.06,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.9,1.0,technician,Probe,satan
24443,99481,0,other,SF,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,255,4,0.02,0.15,0.0,0.0,0.52,0.0,superuser,Probe,satan
24447,99493,38065,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.5,0.0,0.0,1.0,1.0,technician,Probe,portsweep
24450,99501,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,132,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24468,99557,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,61,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
24474,99589,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,100,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24475,99591,0,other,REJ,0,0,0,0,0,0,511,0.21,0.0,0.79,1.0,0.0,255,1,0.0,1.0,0.26,0.0,0.74,1.0,technician,Probe,satan
24484,99630,0,other,SF,40,28,0,0,0,0,2,0.0,0.0,0.0,0.0,0.5,118,1,0.01,0.12,0.0,0.0,0.03,0.0,superuser,Probe,satan
24486,99632,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,56,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
24487,99640,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,86,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24488,99643,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,18,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24491,99657,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,252,1,0.0,0.35,0.0,0.0,0.34,1.0,admin,Probe,portsweep
24494,99668,0,remote_job,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,52,2,0.02,1.0,0.0,0.0,0.96,1.0,superuser,Probe,ipsweep
24495,99669,0,private,SF,1,26,0,0,0,0,27,0.0,0.0,0.0,0.0,0.52,255,14,0.05,0.82,0.16,0.0,0.64,0.0,admin,Probe,satan
24496,99672,0,other,REJ,0,0,0,0,0,0,511,0.1,0.0,0.87,1.0,0.0,255,1,0.0,1.0,0.11,0.0,0.84,1.0,admin,Probe,satan
24500,99686,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,53,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24509,99709,26367,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,admin,Probe,portsweep
24514,99721,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,180,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24516,99732,0,private,SF,1,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.3,255,7,0.03,0.6,0.0,0.0,0.47,0.0,superuser,Probe,satan
24521,99753,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,92,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24522,99757,41931,name,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,204,2,0.01,0.21,0.0,0.0,0.41,1.0,admin,Probe,portsweep
24526,99773,0,domain_u,SF,1,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.1,255,2,0.01,0.92,0.03,0.0,0.88,0.0,admin,Probe,satan
24528,99779,31061,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.78,0.0,0.0,1.0,1.0,admin,Probe,portsweep
24534,99805,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,29,1,0.03,1.0,0.0,0.0,0.9,1.0,admin,Probe,ipsweep
24538,99812,0,private,REJ,0,0,0,0,0,0,290,0.03,0.0,0.95,1.0,0.0,255,1,0.0,0.97,0.04,0.0,0.92,1.0,superuser,Probe,satan
24539,99813,6,gopher,SF,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,51,2,0.02,1.0,0.0,0.0,0.9,0.0,superuser,Probe,ipsweep
24542,99827,0,private,SF,215,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,233,193,0.83,0.01,0.0,0.0,0.0,0.0,technician,Probe,nmap
24543,99828,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,37,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24549,99857,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,129,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24550,99859,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,7,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24553,99870,41153,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.3,0.0,0.0,0.6,1.0,technician,Probe,portsweep
24554,99872,0,other,S0,0,0,0,0,0,0,509,0.28,1.0,0.71,0.0,0.0,255,1,0.0,1.0,0.27,1.0,0.7,0.0,superuser,Probe,satan
24556,99884,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,20,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
24557,99886,41822,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,214,2,0.01,0.22,0.0,0.0,0.44,1.0,superuser,Probe,portsweep
24559,99901,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,12,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24569,99936,0,other,REJ,0,0,0,0,0,0,511,0.1,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.91,1.0,admin,Probe,satan
24577,99969,0,other,SF,1,0,0,0,0,0,53,0.0,0.0,0.0,0.0,0.04,255,2,0.01,0.09,0.0,0.0,0.62,0.0,admin,Probe,satan
24580,99977,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,26,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24584,99999,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,119,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
24602,100061,0,other,REJ,0,0,0,0,0,0,511,0.09,0.0,0.89,1.0,0.0,255,1,0.0,1.0,0.1,0.0,0.85,1.0,admin,Probe,satan
24611,100113,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.75,0.0,0.0,0.74,1.0,admin,Probe,portsweep
24613,100118,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,111,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
24614,100120,26668,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
24623,100158,0,private,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,128,1,0.01,0.92,0.94,1.0,0.0,0.0,superuser,Probe,nmap
24624,100165,0,private,REJ,0,0,0,0,0,0,286,0.03,0.0,0.95,1.0,0.0,255,1,0.0,0.97,0.04,0.0,0.92,1.0,superuser,Probe,satan
24628,100180,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,19,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24631,100194,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,17,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
24632,100204,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,154,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24637,100223,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,7,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24643,100235,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,37,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24647,100256,0,private,REJ,0,0,0,0,0,0,503,0.06,0.0,0.93,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.91,1.0,technician,Probe,satan
24648,100257,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,143,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24651,100278,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,16,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
24652,100279,0,other,S0,0,0,0,0,0,0,430,0.07,1.0,0.9,0.0,0.0,255,1,0.0,1.0,0.1,1.0,0.9,0.0,admin,Probe,satan
24656,100299,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,73,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
24668,100349,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.62,0.0,0.0,0.61,1.0,technician,Probe,portsweep
24679,100395,0,other,REJ,0,0,0,0,0,0,510,0.2,0.0,0.8,1.0,0.0,255,1,0.0,1.0,0.1,0.0,0.9,1.0,technician,Probe,satan
24683,100420,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,110,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
24684,100423,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,241,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
24685,100427,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.43,0.0,0.0,0.42,1.0,technician,Probe,portsweep
24686,100429,0,other,SF,1,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.05,255,1,0.0,0.21,0.0,0.0,0.31,0.0,admin,Probe,satan
24688,100431,0,private,SF,1,0,0,0,0,0,105,0.0,0.0,0.0,0.0,0.65,255,128,0.5,0.06,0.0,0.0,0.0,0.0,superuser,Probe,satan
24689,100438,41888,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,208,2,0.01,0.22,0.0,0.0,0.42,1.0,superuser,Probe,portsweep
24693,100464,0,private,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,68,1,0.01,0.85,0.88,1.0,0.0,0.0,admin,Probe,nmap
